OrderID,Product,Category,Brand,Platform,City,Price,Quantity,TotalAmount,Rating,Reviews,OrderDate,year,month,month_name,quarter,calculated_amount
ORD100039,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Dubai,16159.36,4,64637.44,2.66,1433,3/24/2024,2024,3,March,2024Q1,64637.44
ORD100040,HP Pavilion Laptop,Computers,HP,Souq,Giza,14053.17,5,70265.85,2.92,2252,2/19/2024,2024,2,February,2024Q1,70265.85
ORD100041,Dell Inspiron 3501,Computers,Dell,Amazon,Casablanca,5551.93,5,27759.65,3.65,4041,6/24/2024,2024,6,June,2024Q2,27759.65
ORD100042,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Dubai,12852.91,4,51411.64,1.38,4551,11/28/2024,2024,11,November,2024Q4,51411.64
ORD100043,Nike Air Max,Fashion,Nike,Souq,Cairo,8129.36,5,40646.8,4.28,1636,1/23/2024,2024,1,January,2024Q1,40646.8
ORD100044,iPhone 13,Electronics,Apple,Jumia,Casablanca,8545.16,2,17090.32,1.57,3430,10/15/2024,2024,10,October,2024Q4,17090.32
ORD100045,Nike Air Max,Fashion,Nike,Jumia,Dubai,12387.97,4,49551.88,2.32,1568,1/3/2024,2024,1,January,2024Q1,49551.88
ORD100046,T-shirt Cotton,Fashion,Generic,Amazon,Giza,10278.34,1,10278.34,4.39,3827,7/24/2024,2024,7,July,2024Q3,10278.34
ORD100047,Nike Air Max,Fashion,Nike,Jumia,Giza,11576.04,5,57880.2,3.97,2789,11/24/2024,2024,11,November,2024Q4,57880.2
ORD100048,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Casablanca,12112.14,3,36336.42,3.7,2088,11/29/2024,2024,11,November,2024Q4,36336.42
ORD100049,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Casablanca,2211.64,4,8846.56,1.88,1320,5/10/2024,2024,5,May,2024Q2,8846.56
ORD100050,HP Pavilion Laptop,Computers,HP,Jumia,Cairo,3124.84,5,15624.2,4.13,2304,1/13/2024,2024,1,January,2024Q1,15624.2
ORD100051,iPhone 13,Electronics,Apple,Amazon,Riyadh,756.73,2,1513.46,4.57,3465,12/23/2024,2024,12,December,2024Q4,1513.46
ORD100052,iPhone 13,Electronics,Apple,Souq,Riyadh,14895.57,1,14895.57,3.73,4267,10/1/2024,2024,10,October,2024Q4,14895.57
ORD100053,Dell Inspiron 3501,Computers,Dell,Jumia,Dubai,18273.23,1,18273.23,1.46,1062,4/9/2024,2024,4,April,2024Q2,18273.23
ORD100054,Adidas Running Shoes,Fashion,Adidas,Amazon,Alexandria,10005.53,5,50027.65,1.14,2537,7/3/2024,2024,7,July,2024Q3,50027.65
ORD100055,HP Pavilion Laptop,Computers,HP,Amazon,Alexandria,4126.25,4,16505,3.27,1716,8/9/2024,2024,8,August,2024Q3,16505
ORD100056,Adidas Running Shoes,Fashion,Adidas,Amazon,Giza,19815.58,5,99077.9,3.93,635,2/5/2024,2024,2,February,2024Q1,99077.9
ORD100057,Adidas Running Shoes,Fashion,Adidas,Amazon,Casablanca,2256.74,3,6770.22,3.45,1109,5/26/2024,2024,5,May,2024Q2,6770.22
ORD100058,HP Pavilion Laptop,Computers,HP,Amazon,Giza,1482.74,4,5930.96,3.64,3180,7/2/2024,2024,7,July,2024Q3,5930.96
ORD100059,iPhone 13,Electronics,Apple,Souq,Alexandria,7877.19,1,7877.19,4.33,74,11/30/2024,2024,11,November,2024Q4,7877.19
ORD100060,iPhone 13,Electronics,Apple,Souq,Riyadh,12970.41,3,38911.23,4.71,382,9/10/2024,2024,9,September,2024Q3,38911.23
ORD100061,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Casablanca,12669.24,2,25338.48,1.04,541,3/15/2024,2024,3,March,2024Q1,25338.48
ORD100062,Bluetooth Headset,Accessories,JBL,Amazon,Riyadh,13550.34,4,54201.36,4.62,1604,5/5/2024,2024,5,May,2024Q2,54201.36
ORD100063,Smartwatch FitPro,Wearables,FitPro,Jumia,Giza,18610.55,2,37221.1,1.2,23,3/5/2024,2024,3,March,2024Q1,37221.1
ORD100064,T-shirt Cotton,Fashion,Generic,Jumia,Dubai,12309.76,3,36929.28,3.85,3862,1/4/2024,2024,1,January,2024Q1,36929.28
ORD100065,Dell Inspiron 3501,Computers,Dell,Souq,Riyadh,10538.13,2,21076.26,4.28,2757,2/26/2024,2024,2,February,2024Q1,21076.26
ORD100066,Bluetooth Headset,Accessories,JBL,Amazon,Dubai,2059.56,1,2059.56,2.26,4608,4/18/2024,2024,4,April,2024Q2,2059.56
ORD100067,Adidas Running Shoes,Fashion,Adidas,Amazon,Riyadh,867.36,1,867.36,4.51,1725,7/3/2024,2024,7,July,2024Q3,867.36
ORD100068,Bluetooth Headset,Accessories,JBL,Souq,Casablanca,19518.01,2,39036.02,3.57,4164,5/6/2024,2024,5,May,2024Q2,39036.02
ORD100069,iPhone 13,Electronics,Apple,Souq,Dubai,5639.27,1,5639.27,3.45,2458,12/2/2024,2024,12,December,2024Q4,5639.27
ORD100070,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Giza,5338.3,5,26691.5,2.98,3744,8/30/2024,2024,8,August,2024Q3,26691.5
ORD100071,Dell Inspiron 3501,Computers,Dell,Amazon,Dubai,15596.39,2,31192.78,4.72,5000,1/16/2024,2024,1,January,2024Q1,31192.78
ORD100072,Nike Air Max,Fashion,Nike,Jumia,Cairo,3963.43,4,15853.72,1.22,4677,3/27/2024,2024,3,March,2024Q1,15853.72
ORD100073,Samsung Galaxy A14,Electronics,Samsung,Amazon,Dubai,7881.58,4,31526.32,3.73,1747,10/29/2024,2024,10,October,2024Q4,31526.32
ORD100074,Adidas Running Shoes,Fashion,Adidas,Amazon,Cairo,8551.18,1,8551.18,4.56,4219,5/22/2024,2024,5,May,2024Q2,8551.18
ORD100075,iPhone 13,Electronics,Apple,Souq,Alexandria,13558.27,1,13558.27,2.53,931,11/4/2024,2024,11,November,2024Q4,13558.27
ORD100076,Nike Air Max,Fashion,Nike,Souq,Dubai,17105.39,3,51316.17,2.68,4192,12/26/2024,2024,12,December,2024Q4,51316.17
ORD100077,Smartwatch FitPro,Wearables,FitPro,Amazon,Casablanca,15288.47,2,30576.94,4.57,2309,7/18/2024,2024,7,July,2024Q3,30576.94
ORD100078,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Cairo,19086.5,5,95432.5,3.75,4431,10/4/2024,2024,10,October,2024Q4,95432.5
ORD100079,Bluetooth Headset,Accessories,JBL,Souq,Giza,7564.18,4,30256.72,1.79,445,5/10/2024,2024,5,May,2024Q2,30256.72
ORD100080,Nike Air Max,Fashion,Nike,Souq,Alexandria,7919.88,2,15839.76,3.03,1652,2/11/2024,2024,2,February,2024Q1,15839.76
ORD100081,Adidas Running Shoes,Fashion,Adidas,Souq,Giza,17787.92,3,53363.76,4.92,3648,11/22/2024,2024,11,November,2024Q4,53363.76
ORD100082,Smartwatch FitPro,Wearables,FitPro,Amazon,Giza,4894.12,4,19576.48,1.3,3235,5/4/2024,2024,5,May,2024Q2,19576.48
ORD100083,T-shirt Cotton,Fashion,Generic,Jumia,Casablanca,9574.88,2,19149.76,4.6,2288,6/7/2024,2024,6,June,2024Q2,19149.76
ORD100084,T-shirt Cotton,Fashion,Generic,Souq,Dubai,11226.5,4,44906,3.09,4662,4/17/2024,2024,4,April,2024Q2,44906
ORD100085,Adidas Running Shoes,Fashion,Adidas,Jumia,Casablanca,1569.06,4,6276.24,4.92,4342,9/21/2024,2024,9,September,2024Q3,6276.24
ORD100086,iPhone 13,Electronics,Apple,Amazon,Giza,5492.13,5,27460.65,4.13,4175,1/15/2024,2024,1,January,2024Q1,27460.65
ORD100087,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Cairo,1052.63,2,2105.26,4.36,499,12/26/2024,2024,12,December,2024Q4,2105.26
ORD100088,Smartwatch FitPro,Wearables,FitPro,Jumia,Cairo,14714.58,4,58858.32,4.21,9,11/9/2024,2024,11,November,2024Q4,58858.32
ORD100089,Samsung Galaxy A14,Electronics,Samsung,Souq,Casablanca,5026.21,1,5026.21,3.36,3909,10/19/2024,2024,10,October,2024Q4,5026.21
ORD100090,Dell Inspiron 3501,Computers,Dell,Souq,Cairo,14164.14,4,56656.56,2.01,969,6/27/2024,2024,6,June,2024Q2,56656.56
ORD100091,Bluetooth Headset,Accessories,JBL,Souq,Dubai,1603.38,5,8016.9,3.61,3419,10/2/2024,2024,10,October,2024Q4,8016.9
ORD100092,HP Pavilion Laptop,Computers,HP,Amazon,Casablanca,2604.4,1,2604.4,3.07,2237,8/19/2024,2024,8,August,2024Q3,2604.4
ORD100093,Smartwatch FitPro,Wearables,FitPro,Jumia,Alexandria,8923.17,3,26769.51,1.63,504,7/24/2024,2024,7,July,2024Q3,26769.51
ORD100094,Smartwatch FitPro,Wearables,FitPro,Souq,Casablanca,6220.11,1,6220.11,1.76,1992,4/1/2024,2024,4,April,2024Q2,6220.11
ORD100095,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,3129.59,4,12518.36,3.73,741,3/26/2024,2024,3,March,2024Q1,12518.36
ORD100096,Samsung Galaxy A14,Electronics,Samsung,Amazon,Giza,358.74,3,1076.22,1.97,4382,3/26/2024,2024,3,March,2024Q1,1076.22
ORD100097,Samsung Galaxy A14,Electronics,Samsung,Souq,Giza,18847.29,1,18847.29,2.99,3252,4/18/2024,2024,4,April,2024Q2,18847.29
ORD100098,Smartwatch FitPro,Wearables,FitPro,Souq,Dubai,6558.5,2,13117,1.01,1446,10/23/2024,2024,10,October,2024Q4,13117
ORD100099,T-shirt Cotton,Fashion,Generic,Souq,Casablanca,17649.86,5,88249.3,3.88,1667,3/26/2024,2024,3,March,2024Q1,88249.3
ORD100100,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Cairo,9543.53,1,9543.53,1.8,2183,9/16/2024,2024,9,September,2024Q3,9543.53
ORD100101,Adidas Running Shoes,Fashion,Adidas,Souq,Cairo,12553.72,5,62768.6,4.03,3718,10/28/2024,2024,10,October,2024Q4,62768.6
ORD100102,Smartwatch FitPro,Wearables,FitPro,Souq,Riyadh,2784.77,2,5569.54,4.92,3568,8/15/2024,2024,8,August,2024Q3,5569.54
ORD100103,HP Pavilion Laptop,Computers,HP,Jumia,Cairo,19025.43,5,95127.15,1.54,1385,11/22/2024,2024,11,November,2024Q4,95127.15
ORD100104,Bluetooth Headset,Accessories,JBL,Amazon,Giza,18642.22,3,55926.66,4.33,1641,5/3/2024,2024,5,May,2024Q2,55926.66
ORD100105,Bluetooth Headset,Accessories,JBL,Amazon,Casablanca,15360.28,1,15360.28,2.51,1082,4/29/2024,2024,4,April,2024Q2,15360.28
ORD100106,iPhone 13,Electronics,Apple,Souq,Riyadh,8008.52,4,32034.08,2.97,951,4/21/2024,2024,4,April,2024Q2,32034.08
ORD100107,Adidas Running Shoes,Fashion,Adidas,Amazon,Alexandria,4120.36,2,8240.72,3.97,3836,9/22/2024,2024,9,September,2024Q3,8240.72
ORD100108,Samsung Galaxy A14,Electronics,Samsung,Souq,Cairo,8125.12,1,8125.12,1.71,2684,8/10/2024,2024,8,August,2024Q3,8125.12
ORD100109,HP Pavilion Laptop,Computers,HP,Souq,Giza,7572.32,3,22716.96,3.62,3468,10/6/2024,2024,10,October,2024Q4,22716.96
ORD100110,iPhone 13,Electronics,Apple,Amazon,Cairo,8188.88,5,40944.4,3.45,1119,5/3/2024,2024,5,May,2024Q2,40944.4
ORD100111,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Cairo,459.64,3,1378.92,3.74,381,11/30/2024,2024,11,November,2024Q4,1378.92
ORD100112,Samsung Galaxy A14,Electronics,Samsung,Amazon,Giza,269.18,2,538.36,2.46,3168,3/29/2024,2024,3,March,2024Q1,538.36
ORD100113,HP Pavilion Laptop,Computers,HP,Jumia,Casablanca,2071.32,4,8285.28,3.9,4771,6/20/2024,2024,6,June,2024Q2,8285.28
ORD100114,Samsung Galaxy A14,Electronics,Samsung,Souq,Cairo,5317.74,2,10635.48,1.87,1596,11/1/2024,2024,11,November,2024Q4,10635.48
ORD100115,Adidas Running Shoes,Fashion,Adidas,Amazon,Dubai,17786.64,2,35573.28,1.94,3216,4/23/2024,2024,4,April,2024Q2,35573.28
ORD100116,Adidas Running Shoes,Fashion,Adidas,Amazon,Dubai,18219.13,5,91095.65,4.81,390,7/25/2024,2024,7,July,2024Q3,91095.65
ORD100117,Dell Inspiron 3501,Computers,Dell,Jumia,Dubai,12941.86,1,12941.86,2.33,2527,12/4/2024,2024,12,December,2024Q4,12941.86
ORD100118,Bluetooth Headset,Accessories,JBL,Souq,Giza,8397.24,3,25191.72,4.6,3546,10/7/2024,2024,10,October,2024Q4,25191.72
ORD100119,Smartwatch FitPro,Wearables,FitPro,Jumia,Casablanca,11119.45,5,55597.25,2.88,2220,5/19/2024,2024,5,May,2024Q2,55597.25
ORD100120,Dell Inspiron 3501,Computers,Dell,Souq,Giza,912.15,5,4560.75,2.42,3827,7/10/2024,2024,7,July,2024Q3,4560.75
ORD100121,T-shirt Cotton,Fashion,Generic,Jumia,Giza,3352.72,3,10058.16,1.47,698,3/17/2024,2024,3,March,2024Q1,10058.16
ORD100122,HP Pavilion Laptop,Computers,HP,Souq,Cairo,9574.21,4,38296.84,4.99,1678,11/27/2024,2024,11,November,2024Q4,38296.84
ORD100123,Nike Air Max,Fashion,Nike,Souq,Giza,17035.28,2,34070.56,4.64,571,8/7/2024,2024,8,August,2024Q3,34070.56
ORD100124,Nike Air Max,Fashion,Nike,Amazon,Casablanca,2582.44,4,10329.76,3.82,4296,9/8/2024,2024,9,September,2024Q3,10329.76
ORD100125,Bluetooth Headset,Accessories,JBL,Amazon,Casablanca,16774.22,2,33548.44,4.85,766,4/23/2024,2024,4,April,2024Q2,33548.44
ORD100126,Adidas Running Shoes,Fashion,Adidas,Jumia,Cairo,1178.25,2,2356.5,2.24,4167,10/7/2024,2024,10,October,2024Q4,2356.5
ORD100127,HP Pavilion Laptop,Computers,HP,Souq,Riyadh,10953.53,5,54767.65,1.78,3621,7/22/2024,2024,7,July,2024Q3,54767.65
ORD100128,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Alexandria,9516.21,2,19032.42,3.89,229,3/1/2024,2024,3,March,2024Q1,19032.42
ORD100129,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Casablanca,10082.76,4,40331.04,3.53,3577,2/3/2024,2024,2,February,2024Q1,40331.04
ORD100130,Dell Inspiron 3501,Computers,Dell,Souq,Riyadh,15389.49,4,61557.96,4.71,225,1/23/2024,2024,1,January,2024Q1,61557.96
ORD100131,HP Pavilion Laptop,Computers,HP,Souq,Giza,15054.63,1,15054.63,2.29,212,10/18/2024,2024,10,October,2024Q4,15054.63
ORD100132,Adidas Running Shoes,Fashion,Adidas,Souq,Alexandria,17344.22,2,34688.44,4.5,4390,4/20/2024,2024,4,April,2024Q2,34688.44
ORD100133,Adidas Running Shoes,Fashion,Adidas,Souq,Alexandria,3563.05,2,7126.1,4.64,2442,1/6/2024,2024,1,January,2024Q1,7126.1
ORD100134,Adidas Running Shoes,Fashion,Adidas,Jumia,Dubai,17832.84,5,89164.2,3.86,596,12/12/2024,2024,12,December,2024Q4,89164.2
ORD100135,HP Pavilion Laptop,Computers,HP,Amazon,Riyadh,18294.37,3,54883.11,4.54,4734,4/19/2024,2024,4,April,2024Q2,54883.11
ORD100136,HP Pavilion Laptop,Computers,HP,Jumia,Riyadh,13555.2,1,13555.2,4.33,4809,7/1/2024,2024,7,July,2024Q3,13555.2
ORD100137,Samsung Galaxy A14,Electronics,Samsung,Jumia,Dubai,10513.34,3,31540.02,3.89,3265,5/30/2024,2024,5,May,2024Q2,31540.02
ORD100138,Bluetooth Headset,Accessories,JBL,Jumia,Giza,16569.6,4,66278.4,3.71,1008,4/21/2024,2024,4,April,2024Q2,66278.4
ORD100139,iPhone 13,Electronics,Apple,Jumia,Giza,4358.05,5,21790.25,1.38,1933,7/7/2024,2024,7,July,2024Q3,21790.25
ORD100140,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Alexandria,10373.7,4,41494.8,4.74,1044,7/8/2024,2024,7,July,2024Q3,41494.8
ORD100141,Bluetooth Headset,Accessories,JBL,Souq,Alexandria,425.23,5,2126.15,3.1,2441,8/20/2024,2024,8,August,2024Q3,2126.15
ORD100142,Bluetooth Headset,Accessories,JBL,Souq,Dubai,8713.46,2,17426.92,1.2,209,3/8/2024,2024,3,March,2024Q1,17426.92
ORD100143,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Alexandria,3092.83,4,12371.32,4.71,3811,5/10/2024,2024,5,May,2024Q2,12371.32
ORD100144,Bluetooth Headset,Accessories,JBL,Jumia,Casablanca,15434.38,4,61737.52,4.47,4246,7/19/2024,2024,7,July,2024Q3,61737.52
ORD100145,Dell Inspiron 3501,Computers,Dell,Amazon,Giza,6983.31,3,20949.93,1.23,1500,4/13/2024,2024,4,April,2024Q2,20949.93
ORD100146,T-shirt Cotton,Fashion,Generic,Jumia,Giza,3964.13,5,19820.65,2.95,758,4/20/2024,2024,4,April,2024Q2,19820.65
ORD100147,Bluetooth Headset,Accessories,JBL,Souq,Dubai,5830.08,3,17490.24,2.25,31,4/17/2024,2024,4,April,2024Q2,17490.24
ORD100148,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Cairo,15019.37,1,15019.37,4.7,757,8/22/2024,2024,8,August,2024Q3,15019.37
ORD100149,Samsung Galaxy A14,Electronics,Samsung,Souq,Giza,1128.05,1,1128.05,4.59,213,4/24/2024,2024,4,April,2024Q2,1128.05
ORD100150,HP Pavilion Laptop,Computers,HP,Souq,Casablanca,19703.54,4,78814.16,3.27,4255,10/3/2024,2024,10,October,2024Q4,78814.16
ORD100151,Adidas Running Shoes,Fashion,Adidas,Jumia,Alexandria,6654.77,4,26619.08,4.62,766,5/7/2024,2024,5,May,2024Q2,26619.08
ORD100152,Adidas Running Shoes,Fashion,Adidas,Jumia,Casablanca,4081.63,1,4081.63,4.36,1562,9/3/2024,2024,9,September,2024Q3,4081.63
ORD100153,Adidas Running Shoes,Fashion,Adidas,Amazon,Casablanca,13224.65,5,66123.25,3.82,4050,6/20/2024,2024,6,June,2024Q2,66123.25
ORD100154,Bluetooth Headset,Accessories,JBL,Jumia,Dubai,4003.94,2,8007.88,4.16,3565,1/11/2024,2024,1,January,2024Q1,8007.88
ORD100155,Samsung Galaxy A14,Electronics,Samsung,Jumia,Cairo,13243.22,2,26486.44,3.4,3233,1/16/2024,2024,1,January,2024Q1,26486.44
ORD100156,Samsung Galaxy A14,Electronics,Samsung,Jumia,Riyadh,5594.32,1,5594.32,2.32,1537,7/31/2024,2024,7,July,2024Q3,5594.32
ORD100157,T-shirt Cotton,Fashion,Generic,Souq,Casablanca,816.2,2,1632.4,4.54,3541,8/29/2024,2024,8,August,2024Q3,1632.4
ORD100158,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Casablanca,18802.41,5,94012.05,4.49,1979,12/2/2024,2024,12,December,2024Q4,94012.05
ORD100159,HP Pavilion Laptop,Computers,HP,Jumia,Dubai,9759.38,5,48796.9,2.1,1765,8/30/2024,2024,8,August,2024Q3,48796.9
ORD100160,Samsung Galaxy A14,Electronics,Samsung,Jumia,Dubai,11172.49,5,55862.45,4.38,4830,6/28/2024,2024,6,June,2024Q2,55862.45
ORD100161,Dell Inspiron 3501,Computers,Dell,Amazon,Alexandria,18763.55,4,75054.2,3.58,808,2/12/2024,2024,2,February,2024Q1,75054.2
ORD100162,Smartwatch FitPro,Wearables,FitPro,Jumia,Cairo,3815.32,3,11445.96,3.34,1954,10/27/2024,2024,10,October,2024Q4,11445.96
ORD100163,Samsung Galaxy A14,Electronics,Samsung,Amazon,Dubai,4144.58,1,4144.58,3.97,4557,8/20/2024,2024,8,August,2024Q3,4144.58
ORD100164,Dell Inspiron 3501,Computers,Dell,Souq,Riyadh,5591.69,2,11183.38,2.58,4293,1/21/2024,2024,1,January,2024Q1,11183.38
ORD100165,iPhone 13,Electronics,Apple,Souq,Giza,16855.68,1,16855.68,2.59,1749,3/31/2024,2024,3,March,2024Q1,16855.68
ORD100166,Bluetooth Headset,Accessories,JBL,Amazon,Riyadh,9869.53,5,49347.65,4.27,79,4/15/2024,2024,4,April,2024Q2,49347.65
ORD100167,Samsung Galaxy A14,Electronics,Samsung,Jumia,Dubai,13646.15,2,27292.3,4.24,2638,12/3/2024,2024,12,December,2024Q4,27292.3
ORD100168,Nike Air Max,Fashion,Nike,Jumia,Alexandria,8140.53,2,16281.06,2.31,3972,11/14/2024,2024,11,November,2024Q4,16281.06
ORD100169,Nike Air Max,Fashion,Nike,Amazon,Casablanca,4310.63,2,8621.26,1.78,3311,11/30/2024,2024,11,November,2024Q4,8621.26
ORD100170,Nike Air Max,Fashion,Nike,Jumia,Alexandria,11982.84,1,11982.84,2.99,2887,8/12/2024,2024,8,August,2024Q3,11982.84
ORD100171,Smartwatch FitPro,Wearables,FitPro,Amazon,Alexandria,9065.42,5,45327.1,3.98,2575,11/21/2024,2024,11,November,2024Q4,45327.1
ORD100172,Bluetooth Headset,Accessories,JBL,Amazon,Dubai,18705.82,1,18705.82,1.9,4321,2/5/2024,2024,2,February,2024Q1,18705.82
